Index,School,Smith,Mei,Type,Nagasa,Sori,Moto,Saki,Nakago,Ana,Length,Hori,Authentication,Province,Period,References,Description,Attachments,Tags,MediaAttachments
115,Awataguchi,Hisakuni,藤次郎久国,Tanto,22.4,0.1,2.1,NA,Ubu,2,10.2,Hori,Juyo 42,Yamashiro,Early Kamakura,JNZ,Denrai - Date Family,Honami Origami,,
116,Awataguchi,Hisakuni,久国,Tanto,20.1,NA,1.8,NA,Ubu,2,10.2,NA,"Juyo Bunkazai, Private Tokyo",Yamashiro,Early Kamakura,"TB 506f, KOZA, TAN, JUBU, CUL, JBRN01140, TAI",Denrai - Matsudaira Family,NA,,
117,Awataguchi,Hisakuni,久国弘安三年三月日,Ken,38.6,0,3.3,NA,Ubu,1,NA,NA,"Juyo Bunkazai, Nikko Toshogu",Yamashiro,1280,"CUL, JUBU, JBRN01041, TOC, OEYE",NA,Koshirae,,
118,Awataguchi,Kuniyasu,Mumei [粟田口国安],Tachi,82.7,2.9,3.1,2,Suriage,3,NA,Hi,Tokubetsu Hozon,Yamashiro,Early Kamakura,"OPL, TH1010990",NA,Tanobe Sayagaki,,
119,Awataguchi,Kuniyasu,国安,Tachi,79.5,3,2.8,1.6,Ubu,1,18.4,Hi,"Juyo Bunkazai, Private Hyogo",Yamashiro,Early Kamakura,"TB 218, TB 274f, TBE 3, SDZ, KOZA, KYO, JUBU, CUL, JBRN01424, HYO, KANHI3, SHO","Denrai - Mizoguchi Family, Ex- Kokuho",NA,,
120,Awataguchi,Kuniyasu,国安,Tachi,79.4,2.7,3,2,Ubu,1,21,Hi,Tokyo National Museum,Yamashiro,Early Kamakura,"KYO, TAI, MEOS, FUJI, KOZA",NA,NA,,
121,Awataguchi,Kuniyasu,国安,Tachi,78.5,3,2.7,1.7,Ubu,3,19.7,NA,"Juyo Bunkazai, Private Osaka",Yamashiro,Early Kamakura,"JUBU, CUL, JBRN01701, OSA, TAI","Denrai - Emperor Go-Murakami, Nanbu Masanaga in 1342",NA,,
122,Awataguchi,Kuniyasu,国安,Tachi,77.9,NA,NA,NA,NA,NA,NA,NA,"Juyo Bunkazai, Private Tokyo",Yamashiro,Early Kamakura,"CUL, JBRN01230",Found in 2020,NA,,
123,Awataguchi,Kuniyasu,国安,Tachi,75.9,2.3,2.7,1.7,Suriage,3,21,NA,Juyo 27,Yamashiro,Early Kamakura,"TB 295, JNZ",NA,NA,,
124,Awataguchi,Kuniyasu,国安,Tachi,74.5,2.4,2.6,1.5,Ubu,3,21.1,Hori,"Juyo Bijutsuhin, Private Tokyo",Yamashiro,Early Kamakura,"TB 195f, JUBI",NA,NA,,
125,Awataguchi,Kuniyasu,国安,Tachi,71.4,2.7,2.6,1.6,Ubu,1,19.3,Hi,"Juyo Bijutsuhin, NBTHK",Yamashiro,Early Kamakura,"TB 543, TB 582k, TB 630, TB 641k, TB 682k, TB 709, TB 738f, TB 754k, TB 772, TB 814, KKZ, JUBI, OEYE",Denrai - Matsudaira Family,NA,,
126,Awataguchi,Kuniyasu,国安 [粟田口],Tachi,71.4,2,2.5,1.6,Suriage,4,19,NA,Juyo 35,Yamashiro,Early Kamakura,"TB 388k, JNZ",NA,NA,,
127,Awataguchi,Kuniyasu,国安,Tachi,70.2,NA,NA,NA,Suriage,4,NA,NA,"Juyo Bijutsuhin, Private Aomori",Yamashiro,Early Kamakura,"KOZA, JUBI",NA,Honami Origami,,
128,Awataguchi,Kuniyasu,国安,Tachi,69.4,NA,NA,NA,Suriage,2,NA,Hi,"Juyo Bijutsuhin, Private Osaka",Yamashiro,Early Kamakura,JUBI,NA,NA,,
129,Awataguchi,Kuniyasu,国安 [粟田口],Tachi,67,NA,NA,NA,Ubu,2,NA,NA,Tokubetsu Hozon,Yamashiro,Early Kamakura,"ONPR, TH154973",NA,NA,,
130,Awataguchi,Kuniyasu,Mumei [粟田口国安],Katana,74.6,1.9,2.9,1.9,Suriage,2,17.8,NA,Juyo 48,Yamashiro,Early Kamakura,"JNZ, OPL",EX Paul Davidson,Tanobe Sayagaki,JT-48-1-001,"[""/documents/juyo48/JT-48-1-001 Awataguchi Kuniyasu.jpg"",""/documents/juyo48/JT-48-1-001 Awataguchi Kuniyasu.pdf""]"
131,Awataguchi,Kuniyasu,Mumei [粟田口国安],Katana,74.4,2,2.8,2.1,Suriage,3,21.2,Hi,Juyo 10,Yamashiro,Early Kamakura,JNZ,NA,NA,,
132,Awataguchi,Kuniyasu,Mumei [伝粟田口国安],Katana,73,0.6,2.9,2,Suriage,1,NA,Hi,Tokubetsu Hozon,Yamashiro,Early Kamakura,"OPL, TH1023174",NA,NA,,
133,Awataguchi,Kuniyasu,Mumei [粟田口国安],Katana,72.4,2.4,2.6,1.8,Suriage,3,21.2,Hi,"Juyo 13, Tokubetsu Juyo 6, Sano Art Museum",Yamashiro,Early Kamakura,"JNZ, TJNZ, SJ",Denrai - Nanbu Family,NA,,
134,Awataguchi,Kuniyasu,Mumei [伝粟田口国安],Katana,71.8,2.1,2.6,1.7,Suriage,3,20.3,NA,Juyo 61,Yamashiro,Early Kamakura,OPL,NA,Koshirae,,
135,Awataguchi,Kuniyasu,Mumei [伝粟田口国安],Katana,71.5,2.1,2.5,1.7,Suriage,2,16.7,Hi,Juyo 37,Yamashiro,Early Kamakura,JNZ,NA,NA,,
136,Awataguchi,Kuniyasu,Mumei [伝国安],Katana,71.3,2.2,3.1,2.2,Suriage,1,18.4,Hi,"Juyo Bijutsuhin, Private Tokyo",Yamashiro,Early Kamakura,"TB 398f, JUBI",Denrai - Hosokawa Family,NA,,
137,Awataguchi,Kuniyasu,[Kinzogan 国安/ 本阿 (花押)],Katana,70,1.6,2.7,1.7,Suriage,4,19.1,NA,Juyo 27,Yamashiro,Early Kamakura,"TB 277, TB 321, JNZ, OPL",Juyo Lost,"Tanobe & Kunzan Sayagaki, Koshirae at Juyo",,
138,Awataguchi,Kuniyasu,Mumei [伝国安],Katana,69.7,1.8,NA,NA,Suriage,3,19.7,Hi,"Juyo Bijutsuhin, Tokugawa Art Museum",Yamashiro,Early Kamakura,"JUBI, TOK3, TOK6, TOKS",Denrai - Owari Tokugawa Family,"Sayagaki, Honami Origami",,
139,Awataguchi,Kuniyasu,[Kinpun 粟田口/ 本阿 (花押) (光遜)] [国安],Katana,69.6,1.7,2.6,1.9,Suriage,4,19.3,Hi,"Juyo 34, Tokubetsu Juyo 11",Yamashiro,Early Kamakura,"JNZ, TJNZ",NA,NA,,
140,Awataguchi,Kuniyasu,Mumei [粟田口国安],Katana,66.7,1.5,2.5,1.7,Suriage,2,17.3,Hori,Juyo 14,Yamashiro,Early Kamakura,JNZ,NA,NA,,
141,Awataguchi,Kuniyasu,Mumei [伝粟田口国安],Katana,NA,NA,NA,NA,Suriage,2,NA,Hi,Juyo Bijutsuhin XX,Yamashiro,Early Kamakura,NKKA,NA,NA,,
142,Awataguchi,Kuniyasu,[Kinzogan 国安] [粟田口],Wakizashi,48.4,1,2.3,1.5,Suriage,1,13,NA,Juyo 55,Yamashiro,Early Kamakura,JNZ,NA,NA,,
143,Awataguchi,Kuniyasu,国安,Tanto,25.4,NA,2,NA,Ubu,3,8.7,Hi,"Juyo 31, Private",Yamashiro,Early Kamakura,"TB 339, TB 407, JNZ, KYO",NA,Kunzan Sayagaki,,
144,Awataguchi,Kuniyasu,Mumei [伝粟田口国安] [Kiritsuke ga aru 上],Tanto,25,NA,2.2,NA,Ubu,2,9.3,NA,Juyo 19,Yamashiro,Early Kamakura,"JNZ, OEYE",NA,NA,,
145,Awataguchi,Kunitsuna,Mei ga aru 鎌倉住藤六左近国綱/ 建長五年八月日,Odachi,114.8,NA,NA,NA,Ubu,1,NA,Hori,"Juyo Bijutsuhin, Private Tokyo",Yamashiro,1253,"TB 76, JUBI",Denrai - Uesugi Family,Koshirae,,
146,Awataguchi,Kunitsuna,国綱,Tachi,85.8,3.3,3.1,1.8,Ubu,2,23,NA,"Juyo 10, Tokubetsu Juyo 4",Yamashiro,Early - Middle Kamakura,"TB 228f, JNZ, TJNZ, KANHI1, FUJI","Meito – Tenjinmaru 天神丸, Denrai - Nishitakatsuji Family",Kunzan Sayagaki,,
147,Awataguchi,Kunitsuna,国綱,Tachi,79.9,2.9,2.7,1.4,Suriage,3,NA,NA,"Juyo Bunkazai,Iinoyagu",Yamashiro,Early - Middle Kamakura,"SHO, JUBU, CUL, JBRN01324, SHZ, KOZU, OEYE",NA,NA,,
148,Awataguchi,Kunitsuna,国綱,Tachi,78.2,3.3,2.9,2,Ubu,1,19.5,NA,Imperial Collection,Yamashiro,Early Kamakura,"GAK, MAS, KOZA, SHI, KOU, SHO, SDZ, TAI, MEOS, GYOK","Meito – Onimaru Kunitsuna 鬼丸国綱, Gyobutsu, Denrai - Hojo Tokiyori, Ashikaga Family, Toyotomi Hideyoshi, Tokugawa Ieyasu, Tokugawa Family, Emperor Meiji",Koshirae,,
149,Awataguchi,Kunitsuna,国綱,Tachi,76,3.6,NA,NA,Ubu,1,NA,NA,Uesugi Museum,Yamashiro,Early - Middle Kamakura,"NKAN, UES",Denrai - Uesugi Family,Koshirae,,
150,Awataguchi,Kunitsuna,国綱,Tachi,76,2.6,NA,NA,Ubu,3,NA,NA,Itsukushima Jinja,Yamashiro,Middle Kamakura,ITSU,NA,Koshirae,,
151,Awataguchi,Kunitsuna,国綱,Tachi,74.8,NA,NA,NA,Suriage,2,NA,NA,"Juyo Bijutsuhin, Private Tokyo",Yamashiro,Early - Middle Kamakura,JUBI,Denrai - Ikeda Family,NA,,
152,Awataguchi,Kunitsuna,国綱,Tachi,69.5,1.7,2.8,1.9,Suriage,2,NA,Hori,"Juyo Bunkazai, Hie Jinja",Yamashiro,Early - Middle Kamakura,"SHO, JUBU, SOMU, CUL, JBRN01086, HIE, KOZU",Dedicated to the shrine by Tokugawa Tsunayoshi in 1681,Koshirae,,
153,Awataguchi,Kunitsuna,国綱 [伝粟田口],Tachi,68.6,2.1,2.4,1.6,Ubu,3,19.4,NA,Juyo 46,Yamashiro,Early - Middle Kamakura,"JNZ, OPL, SOMU",Denrai - Date Family,2x Koshirae,,
154,Awataguchi,Kunitsuna,国綱 [粟田口],Tachi,67.3,2.5,2.6,1.8,Suriage,5,20.2,NA,"Juyo 53, Tokubetsu Juyo 20, Private",Yamashiro,Early Kamakura,"TB 588f, TB 619k, JNZ, TJNZ, KKZ, MASNB",NA,NA,,
155,Awataguchi,Kunitsuna,国綱,Tachi,65,2.1,2.8,1.8,Ubu,3,20.8,NA,"Juyo Bunkazai, Tokugawa Art Museum",Yamashiro,Early - Middle Kamakura,"TG, MAS, KOZA, SHO, KYO, CUL, SOMU, JBRN01185, KOZU, TOK3, TOK6, TOKS","Denrai - Emperor, Tokugawa Yoshimune, Tokugawa Family",Koshirae,,
156,Awataguchi,Kunitsuna,[Kinpun 粟田口国綱/ 本阿 (花押) (光遜)] (Juyo 33 Kinpun ga aru),Katana,76.2,2.4,3.2,2.1,Suriage,3,20,NA,"Juyo 33, Tokubetsu Juyo 11",Yamashiro,Early Kamakura,"JNZ, TJNZ",NA,NA,,
157,Awataguchi,Kunitsuna,[Kinzogan 国綱/ 本阿 (花押) (光遜)] (Juyo 20 [Kinzogan 国綱/ 本阿 (花押)] [古備前]),Katana,71.3,2.6,2.8,1.8,Suriage,2,14.5,Hi,"Juyo 20, Tokubetsu Juyo 19",Yamashiro,Early Kamakura,"JNZ, TJNZ, BIEX",Denrai - Yamauchi Family,NA,,
158,Awataguchi,Kunitsuna,[Kinzogan 国綱],Katana,68.7,1.8,2.3,1.5,Suriage,3,13.8,NA,Juyo 35,Yamashiro,Early Kamakura,JNZ,NA,Honami Origami,,
159,Awataguchi,Kunitsuna,国綱 (後代),Tanto,27.8,NA,2.4,NA,Ubu,2,10.8,NA,Juyo 31,Yamashiro,Middle Kamakura,"JNZ, OPL",NA,Koshirae,,
160,Awataguchi,Kunitsuna,Mumei [伝粟田口国綱],Tanto,26.4,NA,2.1,NA,Ubu,2,9.8,Hi,Juyo 28,Yamashiro,Early Kamakura,JNZ,NA,NA,,
161,Awataguchi,Kunitsuna,国綱,Tanto,24,NA,2.1,NA,Ubu,3,8.9,Hi,Juyo 21,Yamashiro,Early Kamakura,"TB 194, TB 422, JNZ, KANHI2",NA,Kunzan Sayagaki,,
162,Awataguchi,Kunikiyo,国清,Tachi,79.4,2.3,2.9,1.8,Ubu,2,19.4,NA,"Juyo Bunkazai, Fukuyama Art Museum",Yamashiro,Early Kamakura,"TB 449f, MKS, KYO, JUBU, CUL, JBRN01101, HIR, TAI, OHDA, MIFU, OEYE","Denrai - Tokugawa Tsunayoshi, Satake Family",NA,,
163,Awataguchi,Kunikiyo,国清,Tachi,71.2,NA,NA,NA,Suriage,2,NA,NA,"Juyo Bijutsuhin, Private Tokyo",Yamashiro,Early Kamakura,JUBI,Denrai - Unshu Matsudaira Family,NA,,
164,Awataguchi,Kunikiyo,Mumei [伝粟田口国清],Katana,72.8,2.3,2.9,1.9,Suriage,3,17.2,NA,Juyo 29,Yamashiro,Early Kamakura,"JNZ, OPL",NA,Tanobe Sayagaki,,
165,Awataguchi,Kunikiyo,Mumei [伝粟田口国清],Katana,69.8,2.6,2.8,1.7,Suriage,4,19,Hi,"Juyo 25, Tokubetsu Juyo 7",Yamashiro,Early Kamakura,"TB 312, JNZ, TJNZ",Denrai - Sakai Family,NA,,
166,Awataguchi,Norikuni,則国[Kinzogan ga aru 茎に大橋入道式部卿法印竜 慶献上誉田八幡宮],Tachi,81.1,2.6,3.2,1.7,Ubu,1,NA,NA,"Juyo Bunkazai, Konda Hachimangu",Yamashiro,Early Kamakura,"SHO, JUBU, CUL, JBRN01398, OSA, KOZU",NA,NA,,
167,Awataguchi,Norikuni,則国,Tachi,77.7,2.3,2.6,1.5,Ubu,2,18,Hi,"Juyo 44, Tokubetsu Juyo 16",Yamashiro,Early Kamakura,"JNZ, TJNZ",Denrai - Akiie Kitabatake,Sayagaki,,
168,Awataguchi,Norikuni,Mumei [伝粟田口則国],Tachi,75.4,2.2,2.9,1.8,Ubu,2,22.4,Hi,Juyo 46,Yamashiro,Early Kamakura,JNZ,NA,NA,,
169,Awataguchi,Norikuni,則国,Tachi,74.7,2.3,2.7,1.8,Suriage,3,22.3,NA,"Kokuho, Kyoto National Museum",Yamashiro,Early Kamakura,"TB 714f, GAK, ART, EKO, SHO, CLUB, KYO, SDZ, CUL, KOK, JUBU, JBRN00153, KOZU, KNM, TAI, TNSE, JPS",Denrai - Ikeda Family,NA,,
170,Awataguchi,Norikuni,則国,Tachi,72.8,2.7,2.7,1.7,Ubu,1,15.1,NA,"Juyo Bunkazai, Atsuta Jingu",Yamashiro,Early Kamakura,"ATSU, KOZA, JUBU, CUL, JBRN01328, AIC, TAI, ATSB, AICC",NA,NA,,
171,Awataguchi,Norikuni,則国 [粟田口],Tachi,62.4,1.7,2.9,1.8,Suriage,5,17.6,Hi,Tokubetsu Hozon,Yamashiro,Early Kamakura,"OPL, TH1003267",NA,Koshirae,,
172,Awataguchi,Norikuni,Mumei [伝則国],Katana,68.9,1.6,2.7,1.7,Suriage,1,20,NA,"Juyo 42, Token Corp",Yamashiro,Early Kamakura,"JNZ, TOW, OEYE",NA,Koshirae,,
173,Awataguchi,Norikuni,Mumei [伝則国],Tanto,26.6,NA,2,NA,Ubu,3,9.6,Hori,Juyo 22,Yamashiro,Early Kamakura,JNZ,NA,NA,,
174,Awataguchi,Norikuni,[Shumei 則国/ 本阿 (花押)],Tanto,26.1,NA,NA,NA,Ubu,1,NA,Hori,"Juyo Bijutsuhin, Private Tokyo",Yamashiro,Early Kamakura,JUBI,Denrai - Mori Family,NA,,
175,Awataguchi,Norikuni,則国,Tanto,25.4,NA,2.3,NA,Ubu,3,10.7,Hi,Juyo 25,Yamashiro,Early Kamakura,JNZ,NA,NA,,
176,Awataguchi,Norikuni,[Shumei 則国/ 本阿 (花押)],Tanto,25.3,NA,2.2,NA,Ubu,2,11.4,Hori,Juyo 22,Yamashiro,Early Kamakura,"TB 190, JNZ, KANHI2",NA,Honami Origami,,
177,Awataguchi,Norikuni,Mumei [則国] (Juyo 26. Mumei [新藤五国広]),Tanto,24.9,NA,2.2,NA,Ubu,2,10.8,Hori,"Juyo 26, Tokubetsu Juyo 14",Yamashiro,Early Kamakura,"JNZ, TJNZ",Denrai - Matsudaira Family,"Honami Origami, Bag",,
178,Awataguchi,Norikuni,則国,Tanto,24.8,NA,NA,NA,Suriage,4,NA,Hi,"Juyo Bijutsuhin, Private Tokyo",Yamashiro,Early Kamakura,JUBI,Denrai - Kuroda Family,NA,,
179,Awataguchi,Norikuni,Mumei [伝則国],Tanto,24.5,NA,NA,NA,Ubu,2,NA,Hori,"Juyo Bijutsuhin, Private Tokyo",Yamashiro,Early Kamakura,JUBI,Denrai - Mori Family,NA,,
180,Awataguchi,Norikuni,則国 [粟田口],Tanto,24.2,NA,2.2,NA,Suriage,2,11.6,Hi,"Juyo 25, Tokubetsu Juyo 20",Yamashiro,Early Kamakura,"TB 673f, JNZ, TJNZ",Denrai - Kuroda Family,Koshirae,,
181,Awataguchi,Kuniyoshi,国吉作,Tachi,77.6,NA,NA,NA,Ubu,2,NA,Hi,Hikone Castle Museum,Yamashiro,Middle - Late Kamakura,REB,Burned,NA,,
182,Awataguchi,Kuniyoshi,国吉 [粟田口],Tachi,75.5,2.3,2.8,1.8,Ubu,2,21.6,NA,"Juyo 43, Tokubetsu Juyo 15",Yamashiro,Middle - Late Kamakura,"TB 490f, JNZ, TJNZ, MKS, FUJI",NA,NA,,
183,Awataguchi,Kuniyoshi,国吉,Tachi,72.5,2.5,2.8,1.9,Suriage,2,18.5,Hori,"Juyo Bunkazai, Kyoto National Museum",Yamashiro,Middle - Late Kamakura,"TB 221f, TB 363f, MKS, KYO, JUBU, CUL, JBRN01633, TAI, FUJI, JPS",NA,NA,,
184,Awataguchi,Kuniyoshi,Mei ga aru 国吉 [粟田口],Tachi,70.9,2.1,2.5,1.8,Suriage,4,16.2,NA,"Juyo 47, Tokubetsu Juyo 17",Yamashiro,Middle - Late Kamakura,"JNZ, TJNZ","Denrai - Okubo Kazuo, Iwasaki Family",NA,,
185,Awataguchi,Kuniyoshi,Mei ga aru 国吉,Tachi,70.8,2,2.7,1.7,Ubu,2,20.3,NA,Juyo 20,Yamashiro,Middle - Late Kamakura,"TB 176, JNZ, KANHI1",NA,NA,,
186,Awataguchi,Kuniyoshi,Mumei [伝粟田口国吉],Katana,79.5,2.2,3.1,2.2,Suriage,1,22,Hi,"Juyo 40, Tokubetsu Juyo 15",Yamashiro,Middle - Late Kamakura,"JNZ, TJNZ",NA,NA,,
187,Awataguchi,Kuniyoshi,Mumei [粟田口国吉],Katana,75.4,2,3,2.1,Suriage,1,19.9,Hi,"Juyo 44, Tokubetsu Juyo 16",Yamashiro,Middle Kamakura,"JNZ, TJNZ",NA,NA,,
188,Awataguchi,Kuniyoshi,Mumei [粟田口国吉],Katana,72.1,2.2,3,2.3,Suriage,4,19.5,Hi,"Juyo XX, Tokubetsu Juyo 21",Yamashiro,Middle Kamakura,TJNZ,NA,NA,,
189,Awataguchi,Kuniyoshi,Mumei [伝粟田口国吉],Katana,71.5,2.3,2.8,1.9,Suriage,3,18.7,Hi,Juyo 20,Yamashiro,Middle - Late Kamakura,JNZ,NA,NA,,
190,Awataguchi,Kuniyoshi,Mumei [粟田口国吉],Katana,71.3,2.2,3.1,2.2,Suriage,1,18.4,Hi,"Juyo 28, Tokubetsu Juyo 8",Yamashiro,Middle Kamakura,"JNZ, TJNZ",NA,NA,,
191,Awataguchi,Kuniyoshi,Mumei [粟田口国吉],Katana,70.9,2.2,2.9,1.8,Suriage,2,18.6,Hi,"Juyo XX, Tokubetsu Juyo 27",Yamashiro,Middle Kamakura,TJNZ,NA,NA,,
192,Awataguchi,Kuniyoshi,Mumei [粟田口国吉],Katana,70.5,1.8,2.7,2,Suriage,3,20.4,NA,Juyo 22,Yamashiro,Middle - Late Kamakura,JNZ,NA,NA,,
193,Awataguchi,Kuniyoshi,[Kinzogan 国吉],Katana,69.7,1.6,2.8,1.9,Suriage,2,NA,NA,"Juyo Bunkazai, Tsurugaoka Hachimangu",Yamashiro,Middle - Late Kamakura,"TB 389, SHO, JUBU, CUL, JBRN01249, KAN, KOZU, TSUR, TSUR2",NA,Koshirae,,
194,Awataguchi,Kuniyoshi,Mumei [粟田口国吉],Katana,69.7,2.4,2.7,1.9,Suriage,4,19.8,Hi,"Juyo 8, Tokubetsu Juyo 21",Yamashiro,Middle Kamakura,"TB 222, JNZ, TJNZ, KANHI3",NA,"Kunzan Sayagaki, Koshirae",,
195,Awataguchi,Kuniyoshi,Mumei [粟田口国吉],Katana,69.4,2,3.1,2.2,Suriage,2,16.6,Hi,"Juyo XX, Tokubetsu Juyo 19",Yamashiro,Middle Kamakura,TJNZ,NA,NA,,
196,Awataguchi,Kuniyoshi,Mumei [伝粟田口国吉],Katana,69.3,1.9,2.5,1.7,Suriage,2,18.3,NA,Juyo 19,Yamashiro,Middle - Late Kamakura,JNZ,NA,NA,,
197,Awataguchi,Kuniyoshi,Mumei [伝粟田口国吉],Katana,69.1,1.5,2.8,1.8,Suriage,2,20.1,NA,Juyo 29,Yamashiro,Middle - Late Kamakura,JNZ,NA,NA,,
198,Awataguchi,Kuniyoshi,Mumei [粟田口国吉],Katana,68.8,NA,NA,NA,Suriage,2,NA,NA,XX,Yamashiro,Middle - Late Kamakura,TB 351,NA,NA,,
199,Awataguchi,Kuniyoshi,Mumei [伝粟田口国吉] (Juyo 21 Mumei [延寿]),Katana,67.9,2.2,2.8,2.2,Suriage,2,18.1,Hi,"Juyo 21, Tokubetsu Juyo 6",Yamashiro,Middle Kamakura,"JNZ, TJNZ",NA,NA,,
200,Awataguchi,Kuniyoshi,Mumei [粟田口国吉],Katana,67.1,1.4,3.2,2.4,Suriage,2,17,Hi,"Juyo XX, Tokubetsu Juyo 26",Yamashiro,Middle Kamakura,TJNZ,NA,NA,,
201,Awataguchi,Kuniyoshi,Mumei [伝粟田口国吉],Katana,65.5,2,2.7,NA,Ubu,3,14,Hori,"Juyo 25, Tokubetsu Juyo 6",Yamashiro,Middle Kamakura,"TB 662f, JNZ, TJNZ",NA,NA,,
202,Awataguchi,Kuniyoshi,[Kinzogan 国吉/ 本阿 (花押)],Katana,65,1,2.8,2,Suriage,3,20.6,Hi,Juyo 22,Yamashiro,Middle - Late Kamakura,JNZ,NA,NA,,
203,Awataguchi,Kuniyoshi,Mumei [伝粟田口国吉],Katana,64.6,1.4,3,2,Ubu,1,18.2,Hi,Juyo 25,Yamashiro,Middle - Late Kamakura,JNZ,NA,NA,,
204,Awataguchi,Kuniyoshi,Mumei [粟田口国吉],Katana,64.2,1.3,2.8,2,Suriage,3,18.6,Hi,"Juyo 45, Tokubetsu Juyo 16",Yamashiro,Middle Kamakura,"JNZ, TJNZ",NA,NA,,
205,Awataguchi,Kuniyoshi,左兵衛尉藤原国吉,Wakizashi,54,1.6,2.9,NA,Ubu,1,14.4,Hi,"Juyo Bunkazai, Tokyo National Museum",Yamashiro,Middle Kamakura,"TB 483f, TB 616, MKS, ART, UG, SHI, EKO, KOU, SHO, KYO, SDZ, JUBU, CUL, JBRN01163, KOZU, OEYE, JPS","Meito – Nakigitsune 鳴狐, Denrai - Akimoto Family",NA,,
206,Awataguchi,Kuniyoshi,国吉,Wakizashi,30.6,NA,NA,NA,Suriage,2,NA,Hi,"Juyo Bijutsuhin, Private Tokyo",Yamashiro,Middle - Late Kamakura,"TB 346, TB 405, FACT, JUBI",NA,NA,,
207,Awataguchi,Kuniyoshi,国吉 [粟田口],Tanto,29,NA,2.7,NA,Suriage,2,12.2,Hi,"Juyo 44, Tokubetsu Juyo 16",Yamashiro,Middle Kamakura,"TB 346, TB 441k, TB 658f, JNZ, TJNZ, MKS",NA,Koshirae,,
208,Awataguchi,Kuniyoshi,Mumei [粟田口国吉],Tanto,28.1,NA,2.8,NA,Ubu,3,9.4,Hi,"Juyo 47, Tokubetsu Juyo 18",Yamashiro,Middle Kamakura,"JNZ, TJNZ, OPL",NA,Tanobe Sayagaki,,
209,Awataguchi,Kuniyoshi,国吉,Tanto,27.6,0,2.6,NA,Suriage,5,NA,Hi,Sano Art Museum,Yamashiro,Middle - Late Kamakura,"TB 700, SJ",NA,NA,,
210,Awataguchi,Kuniyoshi,国吉,Tanto,27.2,NA,2.1,NA,Suriage,2,9.1,Hori,Juyo 23,Yamashiro,Middle - Late Kamakura,JNZ,NA,Honami Origami,,
211,Awataguchi,Kuniyoshi,国吉,Tanto,26.4,NA,2.2,NA,Ubu,2,11.1,Hi,Juyo 22,Yamashiro,Middle - Late Kamakura,"TB 346, JNZ",NA,NA,,
212,Awataguchi,Kuniyoshi,Mumei [粟田口国吉],Tanto,25.6,NA,2.3,NA,Ubu,4,11.4,Hi,"Juyo 41, Tokubetsu Juyo 18",Yamashiro,Middle Kamakura,"JNZ, TJNZ",Denrai - Reizei Family,NA,,
213,Awataguchi,Kuniyoshi,国吉,Tanto,24.8,NA,2.2,NA,Suriage,3,8.8,NA,"Juyo 13, Tokubetsu Juyo 9",Yamashiro,Middle Kamakura,"TB 346, TB 414, JNZ, TJNZ, KOZA, KOU","Meito – Hebigiri Kuniyoshi 蛇切国吉, Denrai - Matsudaira Family",Honami Origami,,
214,Awataguchi,Kuniyoshi,Mumei [伝粟田口国吉],Tanto,24.7,NA,2.3,NA,Ubu,2,9.4,Hi,Juyo 52,Yamashiro,Middle - Late Kamakura,JNZ,NA,NA,,
215,Awataguchi,Kuniyoshi,Mumei [粟田口国吉],Tanto,24.5,NA,2.1,NA,Ubu,2,10.5,NA,Juyo 17,Yamashiro,Middle - Late Kamakura,JNZ,NA,NA,,
216,Awataguchi,Kuniyoshi,国吉,Tanto,24.5,NA,2.1,NA,Ubu,2,9.4,Hori,Juyo 29,Yamashiro,Middle - Late Kamakura,JNZ,NA,NA,,
217,Awataguchi,Kuniyoshi,国吉 [粟田口],Tanto,24.2,0.1,2.3,NA,Ubu,2,9.4,Hori,Juyo 35,Yamashiro,Middle - Late Kamakura,JNZ,NA,NA,,
218,Awataguchi,Kuniyoshi,国吉,Tanto,22.9,NA,2.4,NA,Ubu,1,10.1,Hi,"Juyo Bunkazai, Private Kagawa",Yamashiro,Middle - Late Kamakura,"TB 156f, TB 346, TB 579f, TAN, SHO, JUBU, CUL, JBRN01725, KAG, TAI, TNSE, FUJI, OEYE",Denrai - Asano Family,NA,,
219,Awataguchi,Kuniyoshi,左□衛尉国吉,Tanto,22.3,NA,2.3,NA,Ubu,2,9.6,Hi,Juyo 23,Yamashiro,Middle - Late Kamakura,"TB 202, JNZ, KANHI2",NA,NA,,
220,Awataguchi,Kuniyoshi,国吉 [粟田口],Tanto,22.2,NA,2.3,NA,Ubu,2,9.6,Hi,"Juyo 34, Tokubetsu Juyo 11",Yamashiro,Middle Kamakura,"TB 371, TB 613, JNZ, TJNZ, KKZ, DTI24",NA,Koshirae,,
221,Awataguchi,Kuniyoshi,国吉,Tanto,21.8,NA,2.2,NA,Suriage,2,7.3,Hi,Juyo 14,Yamashiro,Middle - Late Kamakura,JNZ,NA,NA,,
222,Awataguchi,Kuniyoshi,国吉,Tanto,20.4,NA,2.3,NA,Ubu,1,8.5,Hi,"Juyo Bijutsuhin, Private Niigata",Yamashiro,Middle - Late Kamakura,"TB 156f, TB 346, TB 386f, MKS, JUBI",NA,NA,,
223,Awataguchi,Kuniyoshi,国吉,Tanto,19.7,NA,1.7,NA,Ubu,2,9.4,NA,Kyoto National Museum,Yamashiro,Middle - Late Kamakura,"KYO, JPS",NA,Koshirae,,
